Family_id,Total_members,Ancient,Euteleostomi,Amniotes,Placentals,Recent,Ohnologs,SSDs,Dominant,Recessive,Both,Unknown,None,Family_Root
20,26,12,5,7,2,0,12,14,4,3,0,12,7,LECA
200,5,1,3,1,0,0,3,2,1,1,0,3,0,LECA
2000,13,5,2,2,4,0,2,11,1,3,0,9,0,LECA
2003,4,3,1,0,0,0,2,2,0,0,0,2,2,Opisthokonta
2005,5,5,0,0,0,0,0,5,0,0,0,4,1,LECA
2008,16,11,2,2,1,0,5,11,1,0,2,12,1,Bilateria
2009,3,1,1,0,1,0,2,1,0,0,0,2,1,LECA
2015,2,2,0,0,0,0,0,2,1,0,0,1,0,Theria
202,3,1,0,0,1,1,2,1,0,2,0,1,0,LECA
2020,2,1,1,0,0,0,0,2,0,0,0,2,0,Vertebrata
2021,2,2,0,0,0,0,0,2,0,0,0,2,0,Chordata
2022,3,0,2,1,0,0,0,3,0,0,0,3,0,Opisthokonta
2023,6,4,0,1,1,0,6,0,1,0,0,5,0,LECA
2024,2,2,0,0,0,0,2,0,0,0,0,1,1,LECA
203,3,2,0,1,0,0,2,1,0,0,0,1,2,Bilateria
2030,3,3,0,0,0,0,3,0,1,2,0,0,0,Vertebrata
2032,4,3,1,0,0,0,0,4,0,3,0,1,0,Vertebrata
2033,2,1,1,0,0,0,2,0,0,0,0,2,0,LECA
2036,2,0,2,0,0,0,0,2,0,0,0,2,0,Gnathostomata
204,3,1,1,0,1,0,3,0,0,0,0,3,0,LECA
2041,3,2,0,1,0,0,0,3,0,0,0,3,0,Chordata
2042,3,0,2,1,0,0,0,3,1,0,0,2,0,Gnathostomata
2043,2,1,0,1,0,0,2,0,1,0,0,0,1,Vertebrata
2044,15,9,3,2,0,1,9,6,1,3,2,7,2,LECA
2045,8,5,3,0,0,0,8,0,1,0,0,6,1,LECA
2048,4,2,0,2,0,0,2,2,0,0,0,2,2,LECA
205,4,4,0,0,0,0,2,2,0,2,0,2,0,LECA
2052,9,0,0,4,4,1,2,7,0,0,0,1,8,Bilateria
2056,6,1,2,1,0,2,4,2,2,0,0,4,0,LECA
2057,2,0,1,1,0,0,0,2,0,0,0,2,0,Bilateria
2058,5,5,0,0,0,0,5,0,1,0,0,4,0,LECA
206,4,2,0,2,0,0,2,2,0,0,0,4,0,Bilateria
2061,3,2,1,0,0,0,2,1,0,0,0,3,0,LECA
20636,3,3,0,0,0,0,0,3,0,0,0,1,2,Homininae
2067,2,0,2,0,0,0,0,2,0,0,1,0,1,Euteleostomi
207,12,4,2,6,0,0,8,4,1,1,0,10,0,LECA
2070,3,1,0,1,1,0,2,1,0,1,0,2,0,LECA
2071,2,2,0,0,0,0,2,0,0,0,0,1,1,Vertebrata
2072,8,3,4,1,0,0,0,8,1,0,0,1,6,Vertebrata
2076,4,3,0,0,0,1,0,4,0,0,0,3,1,LECA
2077,2,1,0,1,0,0,0,2,1,0,0,1,0,Vertebrata
208,4,3,0,1,0,0,2,2,0,0,0,3,1,LECA
2083,2,1,0,1,0,0,2,0,1,0,0,1,0,Opisthokonta
2084,4,1,3,0,0,0,3,1,0,2,0,2,0,LECA
2088,6,5,0,1,0,0,2,4,0,0,0,5,1,Vertebrata
2089,8,5,1,2,0,0,7,1,4,0,0,4,0,Bilateria
2090,9,3,2,0,4,0,3,6,0,2,0,4,3,Bilateria
2092,5,1,2,2,0,0,3,2,1,0,0,4,0,LECA
2093,2,1,1,0,0,0,2,0,0,0,0,1,1,Bilateria
2094,6,4,2,0,0,0,2,4,0,2,0,4,0,LECA
2095,2,2,0,0,0,0,0,2,1,0,0,1,0,LECA
2096,2,0,0,2,0,0,0,2,0,1,0,0,1,Gnathostomata
2099,23,0,10,1,5,5,0,23,0,0,0,18,5,LECA
21,5,1,1,2,1,0,4,1,0,2,0,3,0,LECA
210,3,3,0,0,0,0,0,3,0,0,1,1,1,LECA
2102,2,1,0,1,0,0,0,2,0,0,0,2,0,Vertebrata
2103,4,4,0,0,0,0,4,0,0,0,0,4,0,LECA
2109,2,0,2,0,0,0,0,2,0,0,0,1,1,LECA
211,14,6,4,3,0,0,11,3,2,0,0,10,2,LECA
2111,3,1,1,0,1,0,0,3,0,0,0,2,1,LECA
2114,2,2,0,0,0,0,0,2,0,0,0,1,1,Eutheria
2115,5,5,0,0,0,0,2,3,0,1,0,4,0,LECA
2117,2,2,0,0,0,0,2,0,0,1,0,0,1,LECA
2119,2,1,0,0,1,0,0,2,1,0,0,1,0,LECA
212,7,6,1,0,0,0,2,5,0,3,0,4,0,LECA
2129,4,4,0,0,0,0,2,2,0,3,0,1,0,LECA
213,6,2,3,1,0,0,3,3,0,1,0,5,0,LECA
21330,2,0,0,1,1,0,0,2,0,0,0,0,2,Eutheria
2134,3,3,0,0,0,0,3,0,1,0,0,2,0,LECA
2135,5,4,0,0,0,1,0,5,0,0,1,3,1,Opisthokonta
2139,3,1,0,2,0,0,3,0,0,0,0,3,0,Vertebrata
2142,3,0,2,0,1,0,0,3,0,0,0,2,1,Bilateria
2146,3,3,0,0,0,0,3,0,1,0,0,2,0,LECA
2147,3,2,1,0,0,0,0,3,0,0,0,3,0,LECA
21483,2,0,0,0,0,2,0,2,0,0,0,0,2,Homo sapiens
2149,5,3,1,0,1,0,0,5,1,2,0,0,2,LECA
215,2,2,0,0,0,0,2,0,0,0,0,2,0,Bilateria
2150,3,2,0,0,1,0,0,3,0,1,0,1,1,LECA
2151,2,1,1,0,0,0,0,2,0,1,0,0,1,LECA
21513,2,0,0,0,2,0,0,2,0,0,0,0,2,Homo sapiens
2153,2,2,0,0,0,0,0,2,0,1,0,1,0,LECA
2154,8,5,1,2,0,0,6,2,5,1,1,1,0,Opisthokonta
2155,2,2,0,0,0,0,2,0,0,1,0,1,0,Gnathostomata
2156,2,2,0,0,0,0,0,2,0,1,0,1,0,LECA
2157,8,3,2,0,3,0,5,3,2,1,1,2,2,Bilateria
2158,12,6,4,0,2,0,0,12,0,1,0,8,3,LECA
216,2,2,0,0,0,0,0,2,0,2,0,0,0,LECA
21605,2,0,0,0,0,0,0,2,0,0,0,0,2,Homo sapiens
2164,3,3,0,0,0,0,2,1,0,1,0,1,1,LECA
2166,3,0,2,1,0,0,0,3,0,0,0,3,0,Gnathostomata
2167,9,1,4,3,1,0,0,9,2,2,0,5,0,Chordata
217,2,0,2,0,0,0,0,2,0,0,0,1,1,Gnathostomata
2173,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
2174,6,5,1,0,0,0,3,3,1,1,0,4,0,LECA
2183,2,1,0,0,1,0,0,2,0,0,0,2,0,LECA
2184,2,2,0,0,0,0,2,0,0,1,0,1,0,LECA
2185,12,0,0,2,9,1,0,12,0,1,0,6,5,Bilateria
2186,5,1,3,1,0,0,0,5,0,1,1,0,3,Bilateria
2189,9,4,3,1,1,0,6,3,1,0,0,8,0,Bilateria
219,4,0,1,2,1,0,0,4,0,1,0,2,1,LECA
2190,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
2191,4,0,1,3,0,0,0,4,0,0,0,3,1,Chordata
2194,2,2,0,0,0,0,0,2,0,0,0,1,1,Bilateria
2195,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
2199,2,0,2,0,0,0,2,0,0,0,0,2,0,LECA
22,16,10,5,1,0,0,11,5,0,1,0,11,4,LECA
2202,3,1,1,0,0,1,2,1,0,2,0,1,0,Bilateria
2209,12,0,0,2,0,10,12,0,0,0,0,7,5,Bilateria
221,2,0,1,0,1,0,0,2,0,0,0,2,0,Bilateria
2211,4,0,0,2,2,0,3,1,0,0,0,4,0,Bilateria
2212,2,2,0,0,0,0,0,2,0,1,0,0,1,Homo sapiens
2214,4,0,1,2,1,0,0,4,0,2,0,1,1,Vertebrata
2215,2,2,0,0,0,0,2,0,0,0,0,1,1,LECA
2218,8,2,4,2,0,0,5,3,0,1,0,5,2,LECA
222,3,2,0,0,1,0,0,3,0,0,0,1,2,LECA
2226,2,2,0,0,0,0,0,2,0,1,0,1,0,Bilateria
223,20,9,3,5,3,0,11,9,2,4,3,10,1,Bilateria
2230,8,1,0,3,3,1,2,6,0,0,1,4,3,LECA
2232,3,2,0,0,1,0,0,3,0,3,0,0,0,Opisthokonta
2235,3,3,0,0,0,0,0,3,0,2,0,1,0,LECA
2236,3,3,0,0,0,0,3,0,0,0,0,2,1,LECA
2239,2,1,1,0,0,0,2,0,0,1,0,1,0,LECA
2240,13,0,0,8,3,2,3,10,0,1,0,9,3,LECA
2243,3,3,0,0,0,0,0,3,0,1,0,2,0,LECA
2244,3,3,0,0,0,0,0,3,0,0,0,2,1,LECA
2246,3,3,0,0,0,0,0,3,0,0,0,3,0,Vertebrata
2247,2,2,0,0,0,0,0,2,0,0,1,0,1,LECA
2249,2,1,1,0,0,0,0,2,0,1,0,1,0,LECA
225,4,0,1,2,0,1,4,0,2,0,1,1,0,LECA
2252,2,2,0,0,0,0,2,0,0,0,0,2,0,LECA
2254,3,3,0,0,0,0,0,3,0,0,0,2,1,Gnathostomata
226,4,1,0,0,2,1,1,3,0,0,0,1,3,LECA
2261,3,2,1,0,0,0,2,1,1,0,0,1,1,Bilateria
2265,3,3,0,0,0,0,0,3,0,0,0,3,0,Homo sapiens
227,14,9,2,3,0,0,0,14,0,2,0,5,7,LECA
2271,2,2,0,0,0,0,0,2,0,0,0,0,2,LECA
2273,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
2274,2,1,0,1,0,0,0,2,0,1,0,1,0,LECA
2279,5,0,1,3,1,0,0,5,0,3,0,1,1,Chordata
2283,2,1,0,1,0,0,0,2,0,0,2,0,0,LECA
2286,18,0,1,4,11,2,5,13,0,1,0,7,10,LECA
2287,3,2,0,1,0,0,0,3,0,3,0,0,0,Opisthokonta
229,24,0,2,1,7,13,0,24,1,0,0,19,4,Gnathostomata
23,2,0,0,0,2,0,0,2,0,0,0,2,0,Mammalia
230,21,7,6,4,2,1,9,12,0,1,0,10,10,Bilateria
2302,2,1,1,0,0,0,0,2,0,0,0,0,2,Opisthokonta
2308,8,5,0,2,1,0,8,0,0,1,1,6,0,Bilateria
2310,2,2,0,0,0,0,2,0,0,0,0,2,0,Vertebrata
2312,2,1,1,0,0,0,0,2,0,0,0,1,1,Bilateria
232,15,4,4,5,2,0,10,5,5,1,0,8,1,LECA
2322,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
2324,4,3,1,0,0,0,0,4,0,1,0,1,2,Opisthokonta
2325,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
2328,4,2,2,0,0,0,2,2,0,0,0,1,3,LECA
2329,4,3,0,1,0,0,3,1,0,1,0,3,0,LECA
2332,2,2,0,0,0,0,0,2,0,0,0,1,1,Bilateria
2334,3,0,2,1,0,0,0,3,0,0,0,1,2,Vertebrata
2335,3,1,2,0,0,0,2,1,0,0,0,1,2,Bilateria
2336,5,3,2,0,0,0,3,2,0,1,0,3,1,LECA
2337,2,2,0,0,0,0,2,0,0,0,1,1,0,Vertebrata
234,5,4,0,1,0,0,0,5,0,0,0,1,4,Eutheria
2340,2,2,0,0,0,0,0,2,0,1,0,1,0,Opisthokonta
2341,2,0,2,0,0,0,0,2,0,0,0,2,0,Euteleostomi
2342,9,6,2,1,0,0,3,6,2,1,0,6,0,Opisthokonta
2346,3,3,0,0,0,0,0,3,0,1,0,2,0,Opisthokonta
2348,3,2,0,1,0,0,0,3,0,0,0,2,1,LECA
2349,2,0,0,1,0,1,0,2,1,0,1,0,0,Vertebrata
235,3,2,1,0,0,0,2,1,0,0,0,3,0,Opisthokonta
2351,16,10,5,1,0,0,10,6,2,2,0,12,0,LECA
2352,4,4,0,0,0,0,0,4,0,0,0,2,2,LECA
2355,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
2357,5,3,2,0,0,0,2,3,0,2,0,3,0,LECA
236,9,2,4,0,3,0,5,4,1,3,3,2,0,LECA
2361,2,1,0,0,0,1,0,2,0,2,0,0,0,Opisthokonta
2363,4,4,0,0,0,0,4,0,1,0,1,2,0,LECA
237,6,1,3,1,1,0,5,1,0,0,0,4,2,Vertebrata
2372,4,1,0,2,0,1,0,4,0,0,0,0,4,LECA
2377,2,2,0,0,0,0,0,2,0,0,0,2,0,Bilateria
2378,2,0,0,0,1,1,0,2,0,0,0,2,0,Eutheria
238,10,4,2,1,3,0,2,8,1,1,0,6,2,LECA
2382,5,4,1,0,0,0,0,5,0,2,0,1,2,LECA
2383,3,2,1,0,0,0,0,3,0,0,0,2,1,LECA
2384,13,7,3,3,0,0,6,7,2,0,0,10,1,LECA
2386,3,2,1,0,0,0,0,3,0,0,0,1,2,LECA
2387,7,2,4,1,0,0,5,2,1,2,1,0,3,LECA
2389,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
2390,2,0,0,2,0,0,2,0,0,0,0,0,2,Bilateria
2393,5,3,2,0,0,0,0,5,0,0,0,5,0,LECA
24,56,29,13,7,5,1,15,41,4,5,2,23,22,LECA
2403,2,2,0,0,0,0,0,2,0,1,0,1,0,Bilateria
2404,2,0,2,0,0,0,2,0,0,0,0,2,0,Gnathostomata
2409,4,2,1,0,1,0,2,2,0,0,1,1,2,Bilateria
241,5,2,1,2,0,0,3,2,0,0,0,5,0,LECA
2410,2,2,0,0,0,0,2,0,0,2,0,0,0,Vertebrata
2412,11,1,1,1,0,8,0,11,0,3,0,4,4,Bilateria
242,3,3,0,0,0,0,0,3,0,3,0,0,0,LECA
2421,2,2,0,0,0,0,0,2,0,0,0,1,1,Opisthokonta
2425,4,1,1,1,1,0,0,4,0,0,0,4,0,LECA
2428,3,1,1,1,0,0,0,3,0,0,0,2,1,Bilateria
2429,5,3,0,1,1,0,5,0,0,0,0,5,0,Chordata
243,13,10,1,1,1,0,2,11,1,1,0,5,6,LECA
2432,3,1,1,1,0,0,0,3,0,0,0,3,0,Chordata
2436,5,1,0,4,0,0,0,5,0,0,0,5,0,Bilateria
2437,3,1,1,1,0,0,0,3,0,0,0,3,0,Vertebrata
2438,2,2,0,0,0,0,2,0,0,1,0,1,0,LECA
2439,3,1,1,1,0,0,2,1,0,0,0,3,0,LECA
244,3,0,1,2,0,0,0,3,0,0,0,3,0,Gnathostomata
2440,2,0,0,1,1,0,0,2,1,0,0,1,0,Theria
2444,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
2448,2,1,0,1,0,0,0,2,0,0,0,0,2,Bilateria
2449,2,1,0,0,1,0,0,2,0,1,0,1,0,LECA
2456,2,2,0,0,0,0,0,2,0,0,0,0,2,LECA
2458,2,2,0,0,0,0,2,0,0,0,0,2,0,LECA
2459,3,1,1,1,0,0,2,1,2,1,0,0,0,LECA
246,3,1,0,0,2,0,0,3,0,2,0,1,0,Bilateria
2462,2,1,0,1,0,0,0,2,0,0,0,1,1,Homo sapiens
2467,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
247,7,5,1,1,0,0,6,1,1,0,0,5,1,LECA
2473,20,10,6,2,1,1,15,5,2,1,0,11,6,LECA
2474,2,2,0,0,0,0,0,2,0,0,0,2,0,Opisthokonta
2475,6,6,0,0,0,0,3,3,0,1,0,3,2,LECA
2477,2,2,0,0,0,0,0,2,0,0,0,1,1,LECA
248,10,5,4,1,0,0,5,5,3,0,0,7,0,LECA
2482,3,2,1,0,0,0,3,0,1,0,0,0,2,Vertebrata
2483,3,0,0,2,0,1,0,3,0,0,1,1,1,LECA
2488,5,2,1,2,0,0,3,2,0,0,0,4,1,Chordata
2489,4,1,1,1,1,0,2,2,0,0,0,3,1,LECA
249,32,16,6,8,1,1,21,11,2,1,0,21,8,LECA
2492,6,3,2,0,0,0,2,4,0,0,1,3,2,LECA
2495,3,0,0,1,2,0,3,0,1,0,0,2,0,LECA
2499,2,1,0,1,0,0,0,2,0,0,0,0,2,Gnathostomata
25,3,2,1,0,0,0,2,1,0,1,0,2,0,LECA
250,8,6,0,0,2,0,0,8,0,7,1,0,0,LECA
2500,4,1,2,1,0,0,4,0,1,0,0,1,2,LECA
2501,3,3,0,0,0,0,2,1,0,0,0,2,1,LECA
2503,4,1,1,0,2,0,3,1,0,0,0,2,2,LECA
2505,5,1,0,2,2,0,0,5,1,0,0,4,0,LECA
2509,11,5,1,3,1,1,2,9,0,2,1,3,5,Vertebrata
251,10,5,2,3,0,0,5,5,1,2,0,7,0,LECA
2516,2,1,0,0,0,0,0,2,0,0,0,1,1,Eutheria
2519,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
252,3,0,0,1,1,1,0,3,0,0,0,2,1,Amniota
2520,3,3,0,0,0,0,2,1,0,0,0,3,0,LECA
2522,13,2,4,3,2,1,9,4,3,0,0,9,1,LECA
2524,3,0,3,0,0,0,3,0,0,0,0,2,1,Chordata
253,3,3,0,0,0,0,2,1,1,0,0,2,0,Bilateria
2530,18,9,6,2,1,0,13,5,4,3,1,10,0,LECA
2532,3,2,1,0,0,0,0,3,0,0,0,3,0,Vertebrata
2533,4,0,2,1,1,0,0,4,0,2,0,1,1,Bilateria
2537,7,1,1,4,1,0,0,7,0,1,0,3,3,LECA
254,57,4,9,5,14,22,4,53,3,1,1,16,36,LECA
2542,3,1,1,1,0,0,2,1,0,0,0,3,0,Bilateria
2543,6,1,2,1,2,0,2,4,0,0,0,2,4,LECA
2546,2,0,2,0,0,0,2,0,0,0,0,2,0,LECA
2547,2,0,0,0,0,2,0,2,0,0,0,1,1,Chordata
255,47,20,7,4,3,9,36,11,0,1,0,32,14,LECA
2552,3,3,0,0,0,0,0,3,1,0,0,2,0,LECA
2558,2,2,0,0,0,0,0,2,0,0,0,2,0,Gnathostomata
256,23,10,10,1,2,0,11,12,4,2,1,10,6,LECA
2563,6,2,3,1,0,0,4,2,0,0,0,2,4,Opisthokonta
2564,5,1,2,2,0,0,5,0,1,0,1,1,2,Bilateria
2568,3,0,1,2,0,0,3,0,0,0,0,3,0,Chordata
257,2,2,0,0,0,0,2,0,0,0,0,1,1,LECA
2574,2,2,0,0,0,0,2,0,0,0,0,2,0,LECA
2576,2,2,0,0,0,0,2,0,0,0,0,2,0,Gnathostomata
2578,3,2,0,1,0,0,0,3,0,1,0,2,0,Gnathostomata
258,13,9,2,2,0,0,3,10,3,0,0,10,0,LECA
2582,23,13,0,2,0,6,0,23,0,0,0,4,19,LECA
2583,2,1,1,0,0,0,0,2,1,0,1,0,0,Gnathostomata
259,2,0,0,2,0,0,0,2,0,0,0,2,0,LECA
26,2,2,0,0,0,0,2,0,0,0,0,1,1,Vertebrata
2601,2,2,0,0,0,0,0,2,0,0,0,2,0,Vertebrata
2607,5,4,0,0,0,0,0,5,0,0,0,1,4,LECA
2608,4,1,3,0,0,0,4,0,0,0,0,4,0,LECA
261,39,12,17,7,3,0,10,29,4,2,1,23,9,LECA
2610,2,2,0,0,0,0,0,2,0,0,0,1,1,Eutheria
2612,2,0,1,0,0,1,0,2,0,0,0,2,0,Gnathostomata
2613,5,5,0,0,0,0,0,5,1,0,0,3,1,Vertebrata
2614,2,2,0,0,0,0,0,2,0,0,0,2,0,Euteleostomi
2618,3,3,0,0,0,0,2,1,0,1,1,1,0,LECA
262,47,21,15,6,5,0,30,17,8,2,5,29,3,Bilateria
2622,3,2,1,0,0,0,2,1,1,0,1,1,0,Chordata
2625,2,2,0,0,0,0,2,0,0,0,1,1,0,Vertebrata
263,17,0,3,1,1,12,0,17,0,1,0,14,2,Gnathostomata
2634,2,0,0,1,0,1,0,2,0,1,0,0,1,LECA
2640,2,2,0,0,0,0,0,2,0,0,0,2,0,Bilateria
2648,6,5,0,0,1,0,4,2,1,0,0,4,1,LECA
265,2,2,0,0,0,0,2,0,0,0,0,2,0,LECA
2651,2,2,0,0,0,0,0,2,2,0,0,0,0,LECA
2654,3,1,2,0,0,0,0,3,0,0,0,1,2,LECA
2657,2,2,0,0,0,0,2,0,2,0,0,0,0,Opisthokonta
266,4,1,0,1,2,0,3,1,0,1,0,3,0,Bilateria
2660,6,3,0,3,0,0,0,6,0,0,0,6,0,Chordata
2661,3,3,0,0,0,0,0,3,0,0,0,1,2,LECA
2665,4,3,1,0,0,0,0,4,0,0,0,2,2,Opisthokonta
2667,2,2,0,0,0,0,0,2,0,1,0,0,1,LECA
267,5,3,1,0,1,0,4,1,0,1,2,2,0,LECA
268,19,7,2,7,2,1,13,6,3,2,3,10,1,Bilateria
2683,3,2,1,0,0,0,0,3,0,0,0,2,1,Bilateria
2687,3,2,0,0,1,0,3,0,0,0,0,1,2,Vertebrata
269,7,5,2,0,0,0,4,3,1,0,1,5,0,LECA
2691,2,1,1,0,0,0,0,2,0,1,0,1,0,LECA
2692,4,0,0,0,1,2,0,4,0,0,0,0,4,Vertebrata
2699,3,2,0,1,0,0,0,3,0,0,0,3,0,Vertebrata
27,3,1,1,1,0,0,0,3,0,1,0,1,1,Bilateria
270,6,1,2,1,2,0,6,0,1,2,0,3,0,LECA
2701,2,0,0,2,0,0,2,0,0,0,0,2,0,Euteleostomi
2702,9,0,2,3,0,4,0,9,0,0,0,7,2,Gnathostomata
2707,2,1,0,1,0,0,0,2,0,0,0,0,2,Vertebrata
2709,3,2,0,1,0,0,3,0,1,0,0,2,0,Vertebrata
2712,5,1,2,2,0,0,5,0,0,0,2,3,0,LECA
272,3,0,1,2,0,0,3,0,0,0,0,1,2,LECA
2720,2,0,0,2,0,0,2,0,0,0,0,1,1,Gnathostomata
2725,5,0,0,5,0,0,0,5,0,0,0,3,2,Eutheria
2727,4,0,2,2,0,0,4,0,0,1,0,3,0,Bilateria
273,2,1,0,0,1,0,0,2,0,0,0,1,1,Eutheria
2731,12,6,4,1,1,0,9,3,6,1,1,4,0,LECA
2732,9,2,1,4,2,0,4,5,2,1,1,3,2,Bilateria
2738,19,10,2,3,1,3,0,19,1,2,0,13,3,LECA
2740,2,0,0,1,1,0,0,2,0,0,0,0,2,Gnathostomata
2745,4,0,0,0,0,4,0,4,0,0,0,4,0,Eutheria
275,11,6,4,0,0,1,7,4,0,1,0,10,0,LECA
2750,4,0,1,3,0,0,0,4,0,1,0,3,0,Bilateria
2754,4,1,1,1,1,0,0,4,2,0,1,1,0,LECA
276,6,5,0,1,0,0,0,6,0,0,0,6,0,LECA
2761,3,3,0,0,0,0,0,3,2,0,0,1,0,Bilateria
2762,7,4,2,1,0,0,6,1,0,1,0,6,0,LECA
2768,15,1,2,2,5,5,0,15,0,0,0,11,4,Vertebrata
277,7,3,0,2,0,0,2,5,0,1,0,3,3,LECA
2773,2,2,0,0,0,0,0,2,0,2,0,0,0,Opisthokonta
2776,9,1,3,2,2,1,7,2,2,0,0,6,1,LECA
2782,3,1,0,2,0,0,0,3,0,1,0,0,2,Chordata
2783,3,0,1,1,1,0,3,0,0,0,0,3,0,LECA
2784,2,2,0,0,0,0,2,0,0,2,0,0,0,LECA
2787,2,2,0,0,0,0,0,2,1,0,0,1,0,LECA
279,25,8,7,3,5,1,6,19,0,5,0,11,9,Chordata
2791,2,0,0,1,1,0,0,2,0,0,0,2,0,Opisthokonta
2792,2,1,1,0,0,0,0,2,0,0,0,2,0,Chordata
2794,5,3,1,0,1,0,4,1,0,0,0,5,0,LECA
2797,4,1,1,0,1,1,3,1,0,0,0,4,0,Bilateria
2798,3,3,0,0,0,0,2,1,0,1,0,2,0,LECA
28,10,4,3,0,3,0,0,10,0,4,0,4,2,LECA
2800,2,0,1,1,0,0,0,2,0,0,0,0,2,Gnathostomata
2803,6,1,0,1,4,0,0,6,0,2,0,4,0,LECA
2806,5,4,1,0,0,0,2,3,0,1,0,4,0,Bilateria
2807,3,2,0,1,0,0,0,3,0,1,0,1,1,LECA
2809,3,0,2,0,1,0,0,3,0,0,0,3,0,Bilateria
281,7,5,1,1,0,0,2,5,0,3,0,4,0,Opisthokonta
2810,4,1,2,1,0,0,2,2,0,0,0,1,3,Bilateria
2813,2,1,0,0,1,0,2,0,0,0,0,2,0,Bilateria
2814,5,2,1,2,0,0,3,2,0,0,0,4,1,LECA
2816,12,0,0,0,1,10,0,12,1,0,0,2,9,Bilateria
2817,5,4,1,0,0,0,2,3,0,0,0,3,2,LECA
2818,4,3,1,0,0,0,2,2,0,0,0,2,2,LECA
2819,7,4,1,2,0,0,4,3,0,1,0,4,2,LECA
282,2,2,0,0,0,0,0,2,0,0,0,1,1,Gnathostomata
2822,5,3,1,1,0,0,3,2,0,0,0,4,1,LECA
2823,4,1,3,0,0,0,3,1,0,2,0,1,1,LECA
2825,3,1,1,0,0,1,0,3,0,1,0,2,0,LECA
2828,2,2,0,0,0,0,0,2,0,1,0,1,0,Opisthokonta
2829,5,2,1,2,0,0,0,5,0,0,0,4,1,LECA
2830,2,0,0,2,0,0,0,2,0,0,0,1,1,Vertebrata
2831,9,6,2,1,0,0,0,9,0,2,0,6,1,Opisthokonta
2836,2,1,0,0,1,0,2,0,0,0,0,1,1,Bilateria
284,3,3,0,0,0,0,0,3,0,1,0,2,0,LECA
285,6,5,1,0,0,0,4,2,0,0,0,4,2,LECA
2851,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
2854,3,0,0,3,0,0,2,1,1,0,0,1,1,LECA
2856,2,2,0,0,0,0,0,2,0,1,0,1,0,LECA
287,4,2,1,1,0,0,0,4,1,1,0,1,1,Vertebrata
2871,3,3,0,0,0,0,0,3,0,1,1,1,0,LECA
2872,2,0,1,1,0,0,2,0,1,0,0,1,0,LECA
2873,2,2,0,0,0,0,2,0,1,0,0,1,0,Chordata
288,5,4,1,0,0,0,0,5,1,2,1,0,1,LECA
289,2,0,2,0,0,0,0,2,0,0,0,2,0,Chordata
2893,2,2,0,0,0,0,0,2,0,0,0,2,0,LECA
29,17,3,2,4,7,1,7,10,1,1,1,14,0,Bilateria
290,4,3,1,0,0,0,2,2,0,0,0,4,0,Vertebrata
2907,3,2,0,0,1,0,3,0,0,0,0,3,0,LECA
291,16,3,1,2,9,1,6,10,2,1,0,12,1,LECA
2910,3,0,1,0,2,0,0,3,0,0,0,2,1,LECA
2912,2,2,0,0,0,0,2,0,1,1,0,0,0,Vertebrata
292,3,0,1,1,1,0,3,0,0,0,0,3,0,Vertebrata
2920,3,1,1,0,1,0,0,3,0,0,0,3,0,Vertebrata
2924,2,2,0,0,0,0,0,2,0,0,0,2,0,Gnathostomata
293,2,2,0,0,0,0,0,2,0,0,0,0,2,Homininae
2930,3,3,0,0,0,0,2,1,0,2,0,1,0,Bilateria
2931,7,4,0,2,1,0,6,1,2,0,0,5,0,LECA
2933,2,2,0,0,0,0,0,2,0,1,0,1,0,LECA
2936,2,1,1,0,0,0,2,0,0,0,0,1,1,LECA
294,3,1,1,1,0,0,2,1,0,0,0,1,2,Opisthokonta
2941,3,1,0,1,0,0,0,3,0,1,0,1,1,Vertebrata
2942,3,3,0,0,0,0,3,0,0,0,0,3,0,LECA
2943,2,2,0,0,0,0,2,0,0,0,0,1,1,Gnathostomata
2946,2,2,0,0,0,0,2,0,1,0,0,0,1,Gnathostomata
2947,4,0,4,0,0,0,3,1,0,2,0,1,1,LECA
295,21,14,2,5,0,0,4,17,1,1,1,16,2,LECA
2953,2,0,2,0,0,0,0,2,0,0,0,2,0,Gnathostomata
2954,2,1,1,0,0,0,0,2,0,0,0,0,2,Gnathostomata
2955,22,2,1,3,8,8,20,2,0,0,0,20,2,LECA
2957,3,3,0,0,0,0,2,1,0,0,0,3,0,LECA
2959,2,0,0,0,0,2,0,2,0,0,0,2,0,Catarrhini
296,6,3,1,2,0,0,2,4,0,2,0,3,1,LECA
2960,2,2,0,0,0,0,2,0,1,0,0,1,0,Gnathostomata
2963,6,0,5,1,0,0,0,6,0,0,0,5,1,Gnathostomata
2964,2,2,0,0,0,0,0,2,0,2,0,0,0,Bilateria
297,2,2,0,0,0,0,2,0,0,0,0,1,1,LECA
